,INT_IL10KO_1,INT_IL10KO_8,INT_IL10KO_20,INT_IL10KOZn_55,INT_IL10KOZn_60,INT_IL10KOZn_37,INT_IL10KOZn_42
Ceacam19,0,0,0,0,0,0,0
Ceacam2,0.332449588049612,0,0,0.426898316661305,0,0,0.716008407972183
Ceacam20,37.8161406406434,51.5869769717514,10.5464368904418,24.0770650596976,44.1348930611929,0,26.2536416256467
Ceacam3,0,0,0,0,0,0,0
Ceacam5,0,0,0,0,0,0,0
Ceacam9,0,0,0,0,0,0,0
Cebpa,5.06985621775658,3.96822899782703,5.27321844522088,4.86664080993887,5.88465240815905,0,5.96673673310152
Cebpb,4.23873224763255,0,0,3.15904754329366,0,0,3.89826799895966
Cebpd,10.0566000385008,11.9046869934811,21.0928737808835,22.8817497730459,5.88465240815905,0,11.6152475071043
Cebpe,0.166224794024806,0,0,0,1.47116310203976,0,0.397782448873435
Cebpg,22.5234595903612,19.8411449891352,10.5464368904418,23.0525090997105,10.2981417142783,0,26.6514240745201
Cebpz,23.4376959574977,11.9046869934811,0,22.1987124663878,13.2404679183579,0,28.719892808662
Cebpzos,3.65694546854573,3.96822899782703,0,3.24442720662592,2.94232620407952,0,2.4662511830153
Cecr2,0,0,0,0.085379663332261,0,0,0.238669469324061
Cel,1.57913554323566,0,5.27321844522088,12.0385325298488,145.645147101936,0,0
Cela1,3.32449588049612,0,5.27321844522088,43.2874893094563,238.328422530442,0,1.1933473466203
Cela2a,9.80726284746356,0,0,105.102365562013,882.697861223857,0,0.079556489774687
Cela3a,1.74536033726046,0,0,4.52512215660983,117.693048163181,0,0.079556489774687
Cela3b,3.65694546854573,0,0,35.6886992728851,282.463315591634,0,0
Celf1,47.1247291060325,19.8411449891352,42.185747561767,37.4816722028626,36.7790775509941,0,49.9614755785034
Celf2,29.5880133364155,19.8411449891352,15.8196553356626,31.7612347596011,22.0674465305964,0,29.9132401552823
Celf3,0.581786779086821,0,0,1.28069494998391,0,0,0.716008407972183
Celf4,1.41291074921085,0,5.27321844522088,1.10993562331939,1.47116310203976,0,1.1933473466203
Celf5,1.57913554323566,0,0,0.085379663332261,4.41348930611929,0,1.8297992648178
Celf6,0.415561985062015,0,0,0.256138989996783,0,0,0.318225959098748
Celrr,0,0,0,0,0,0,0
Celsr1,1.32979835219845,0,0,0.512277979993566,0,0,1.11379085684562
Celsr2,0.415561985062015,0,0,0.256138989996783,0,0,0
Celsr3,0.166224794024806,0,5.27321844522088,0.341518653329044,1.47116310203976,0,0.477338938648122
Cemip,0,0,0,0,0,0,0
Cemip2,15.2926810502822,11.9046869934811,15.8196553356626,13.1484681531682,8.82697861223857,0,17.8206537095299
Cend1,0.083112397012403,0,0,0.085379663332261,0,0,0
Cenpa,6.48276696696744,0,0,3.24442720662592,5.88465240815905,0,8.51254440589151
Cenpb,13.2979835219845,19.8411449891352,5.27321844522088,8.62334599655836,30.894425142835,0,13.3654902821474
Cenpc1,5.4854182028186,3.96822899782703,5.27321844522088,4.35436282994531,1.47116310203976,0,5.56895428422809
Cenpe,30.0866877184899,51.5869769717514,0,20.1496005464136,10.2981417142783,0,37.7097761532016
Cenpf,21.027436444138,39.6822899782703,5.27321844522088,16.3928953597941,10.2981417142783,0,26.0945286460973
Cenph,3.32449588049612,7.93645799565406,0,2.13449158330652,2.94232620407952,0,5.64851077400277
Cenpi,1.32979835219845,0,0,0.170759326664522,1.47116310203976,0,2.06846873414186
Cenpj,3.82317026257054,3.96822899782703,0,1.5368339399807,0,0,1.59112979549374
Cenpk,4.82051902671938,0,0,3.07366787996139,1.47116310203976,0,3.42092906031154
Cenpl,9.47481325941394,3.96822899782703,15.8196553356626,4.26898316661305,10.2981417142783,0,10.0241177116106
Cenpm,2.24403471933488,3.96822899782703,0,2.39063057330331,8.82697861223857,0,4.77338938648122
Cenpn,1.24668595518605,0,0,0.512277979993566,1.47116310203976,0,2.54580767278998
Cenpo,1.24668595518605,0,5.27321844522088,1.02455595998713,2.94232620407952,0,1.43201681594437
Cenpp,3.07515868945891,0,0,1.10993562331939,1.47116310203976,0,2.14802522391655
Cenpq,2.57648430738449,3.96822899782703,0,2.73214922663235,0,0,2.54580767278998
Cenps,5.568530599831,3.96822899782703,0,1.5368339399807,1.47116310203976,0,7.63742301836995
Cenpt,1.57913554323566,0,0,0.85379663332261,2.94232620407952,0,1.8297992648178
Cenpu,1.66224794024806,15.8729159913081,0,2.30525090997105,0,0,1.98891224436717
Cenpv,29.2555637483659,7.93645799565406,47.4589660069879,32.7004110562559,67.6735026938291,0,40.0964708464422
Cenpw,8.97613887733953,0,5.27321844522088,5.97657643325827,10.2981417142783,0,16.7068628526843
Cenpx,8.39435209825271,15.8729159913081,36.9125291165462,7.34265104657444,17.6539572244771,0,7.00097110017245
Cep104,2.8258214984217,0,0,1.79297292997748,0,0,3.10270310121279
Cep112,0.249337191037209,0,0,0.170759326664522,0,0,0.477338938648122
Cep112it,0.083112397012403,0,0,0,0,0,0.079556489774687
Cep112os1,0,0,0,0,0,0,0
Cep120,7.23077854007906,19.8411449891352,10.5464368904418,4.26898316661305,5.88465240815905,0,4.37560693760778
Cep126,0.498674382074418,0,0,0.426898316661305,0,0,0.477338938648122
Cep128,2.49337191037209,0,0,1.36607461331618,0,0,1.98891224436717
Cep131,0.498674382074418,7.93645799565406,0,0.683037306658088,1.47116310203976,0,1.27290383639499
Cep135,6.15031737891782,3.96822899782703,0,4.01284417661627,1.47116310203976,0,4.53471991715716
Cep152,3.24138348348372,15.8729159913081,0,1.963732256642,1.47116310203976,0,2.78447714211404
Cep162,5.98409258489302,0,0,6.14733575992279,0,0,8.91032685476494
Cep164,5.23608101178139,7.93645799565406,0,3.927464513284,2.94232620407952,0,3.58004203986091
Cep170,0.664899176099224,0,0,0.939176296654871,0,0,1.90935575459249
Cep170b,26.180405058907,27.7776029847892,63.2786213426505,29.5413635129623,38.2502406530338,0,25.2989637483505
Cep19,6.15031737891782,3.96822899782703,5.27321844522088,4.26898316661305,4.41348930611929,0,6.52363216152433
Cep192,2.57648430738449,0,0,1.87835259330974,4.41348930611929,0,2.22758171369123
Cep20,22.6065719873736,23.8093739869622,126.557242685301,16.3075156964618,42.6637299591531,0,17.4228712606564
Cep250,2.32714711634728,11.9046869934811,0,1.963732256642,1.47116310203976,0,2.94359012166342
Cep290,11.3863983906992,11.9046869934811,0,5.89119676992601,1.47116310203976,0,10.8196826093574
Cep295,6.89832895202945,23.8093739869622,0,5.89119676992601,0,0,9.94456122183587
Cep295nl,0,0,0,0,0,0,0
Cep350,29.0893389543411,43.6505189760973,15.8196553356626,23.1378887630427,7.35581551019881,0,31.9817088894242
Cep41,1.57913554323566,3.96822899782703,0,0.597657643325827,0,0,1.27290383639499
Cep43,2.7427091014093,3.96822899782703,0,2.21987124663878,0,0,3.10270310121279
Cep44,1.24668595518605,0,0,0.597657643325827,0,0,0.636451918197496
Cep55,0.748011573111627,0,0,0.597657643325827,0,0,1.98891224436717
Cep57,15.1264562562573,3.96822899782703,0,17.5028309831135,7.35581551019881,0,13.9223857105702
Cep57l1,0.581786779086821,0,0,0.85379663332261,1.47116310203976,0,0.716008407972183
Cep63,2.7427091014093,3.96822899782703,0,2.04911191997426,2.94232620407952,0,3.26181608076217
Cep68,1.66224794024806,0,0,0.341518653329044,0,0,2.30713820346592
Cep70,6.39965456995503,7.93645799565406,0,4.86664080993887,5.88465240815905,0,7.00097110017245
Cep72,0.748011573111627,0,0,0.85379663332261,0,0,1.59112979549374
Cep76,0.498674382074418,3.96822899782703,0,0.170759326664522,0,0,1.35246032616968
Cep78,0.83112397012403,0,0,0.512277979993566,0,0,0.318225959098748
Cep83,12.7161967428977,19.8411449891352,0,8.28182734322931,0,0,12.5699253844005
Cep83os,0.914236367136433,0,0,1.19531528665165,1.47116310203976,0,1.1933473466203
Cep85,1.41291074921085,0,0,1.02455595998713,5.88465240815905,0,2.38669469324061
Cep85l,0.664899176099224,0,0,1.19531528665165,0,0,0.636451918197496
Cep89,3.32449588049612,0,5.27321844522088,2.90290855329687,4.41348930611929,0,4.45516342738247
Cep95,2.07780992531008,11.9046869934811,0,3.58594585995496,0,0,4.21649395805841
Cep97,1.57913554323566,0,0,1.70759326664522,0,0,1.03423436707093
Cept1,34.6578695541721,7.93645799565406,5.27321844522088,21.8571938130588,35.3079144489543,0,33.4137257053685
Cer1,0,0,0,0,0,0,0
Cercam,0.166224794024806,0,0,0.512277979993566,1.47116310203976,0,0.159112979549374
Cerk,11.4695107877116,23.8093739869622,10.5464368904418,14.3437834398198,13.2404679183579,0,13.6041597514715
Cerkl,0,3.96822899782703,0,0,0,0,0
Cerox1,0.664899176099224,0,5.27321844522088,0.683037306658088,1.47116310203976,0,0.318225959098748
Cers1,0,0,0,0,0,0,0
Cers2,33.2449588049612,3.96822899782703,0,18.4420072797684,23.5386096326362,0,21.5598087289402
Cers3,0,0,5.27321844522088,0,0,0,0
Cers4,11.3032859936868,7.93645799565406,10.5464368904418,13.6607461331618,4.41348930611929,0,15.0361765674158
Cers5,7.56322812812867,3.96822899782703,5.27321844522088,5.37891878993244,10.2981417142783,44.3226170229931,7.3191970592712
Cers6,16.3731422114434,19.8411449891352,21.0928737808835,18.5273869431006,11.7693048163181,44.3226170229931,17.6615407299805
Cert1,14.8771190652201,15.8729159913081,5.27321844522088,16.4782750231264,10.2981417142783,44.3226170229931,19.8095659538971
Ces1a,0,0,0,0,0,0,0
Ces1b,0.415561985062015,0,0,0.939176296654871,0,0,0.477338938648122
Ces1c,0.083112397012403,0,0,0.683037306658088,0,0,0.477338938648122
Ces1d,1.08046116116124,0,0,5.20815946326792,0,0,1.03423436707093
Ces1e,9.39170086240154,0,5.27321844522088,5.54967811659696,2.94232620407952,0,4.37560693760778
Ces1f,30.0035753214775,3.96822899782703,36.9125291165462,36.969394222869,23.5386096326362,44.3226170229931,18.6957750970514
Ces1g,1.41291074921085,0,5.27321844522088,11.3554952231907,2.94232620407952,0,0.556895428422809
Ces1h,0,0,0,0,0,0,0
Ces2a,24.2688199276217,31.7458319826162,79.0982766783132,46.788055506079,19.1251203265169,88.6452340459861,15.752184975388
Ces2b,0.748011573111627,0,0,0.426898316661305,0,0,0.556895428422809
Ces2c,213.100185939801,39.6822899782703,152.923334911405,285.253455193084,230.972607020243,132.967851068979,197.379651130998
Ces2d-ps,0,0,0,0,0,0,0
Ces2e,205.952519796735,246.030197865276,627.512994981285,237.440843727018,320.713556244668,132.967851068979,120.209856049552
Ces2f,0,0,0,0,0,0,0.318225959098748
Ces2g,12.5499719488729,7.93645799565406,5.27321844522088,10.6724579165326,27.9520989387555,0,15.2748460367399
Ces2h,0,0,0,0,0,0,0
Ces3a,0.166224794024806,0,0,0,0,0,0.159112979549374
Ces3b,0.249337191037209,0,0,0.597657643325827,0,0,0.556895428422809
Ces4a,0,0,0,0,0,0,0
Ces5a,0,0,0,0,0,0,0
Cetn1,0,0,0,0,0,0,0
Cetn2,8.39435209825271,0,0,5.63505777992922,1.47116310203976,0,7.23964056949651
Cetn3,64.1627704935751,186.50676289787,15.8196553356626,67.4499340324862,27.9520989387555,0,80.9885065906313
Cetn4,0,0,0,0,0,0,0.477338938648122
Cfap100,0.083112397012403,0,0,0,0,0,0.079556489774687
Cfap126,0.332449588049612,0,0,0.683037306658088,0,0,0.79556489774687
Cfap157,0,0,0,0,0,0,0
Cfap161,0,0,0,0,0,0,0
Cfap20,4.07250745360775,0,0,2.56138989996783,2.94232620407952,0,5.64851077400277
Cfap206,0.083112397012403,0,0,0,0,0,0
Cfap20dc,0,0,0,0,0,0,0
Cfap221,0,0,0,0,0,0,0
Cfap298,13.6304331100341,15.8729159913081,5.27321844522088,14.1730241131553,16.1827941224374,0,15.6726284856133
Cfap299,0,0,0,0,0,0,0.079556489774687
Cfap300,0,0,0,0,0,0,0
Cfap36,2.90893389543411,0,0,2.13449158330652,1.47116310203976,0,2.22758171369123
Cfap410,0.498674382074418,3.96822899782703,5.27321844522088,0.85379663332261,0,0,0.556895428422809
Cfap43,0,0,5.27321844522088,0.085379663332261,2.94232620407952,0,0.079556489774687
Cfap44,0,0,0,0,0,0,0
Cfap45,0,0,0,0.085379663332261,0,0,0.079556489774687
Cfap46,0,0,0,0,0,0,0
Cfap47,0.083112397012403,0,0,0,0,0,0.159112979549374
Cfap52,0,0,0,0,0,0,0
Cfap53,0,0,0,0.170759326664522,0,0,0
Cfap54,0,0,0,0,0,0,0.079556489774687
Cfap57,0,0,0,0,0,0,0.079556489774687
Cfap58,0,0,0,0,0,0,0
Cfap61,0,0,0,0,0,0,0.079556489774687
Cfap65,0,0,0,0,0,0,0
Cfap69,0,0,0,0.341518653329044,0,0,0.159112979549374
Cfap70,0,0,0,0,0,0,0
Cfap73,0,0,0,0,0,0,0
Cfap74,0.166224794024806,0,0,0.512277979993566,0,0,0.238669469324061
Cfap77,0.083112397012403,0,0,0,0,0,0
Cfap97,7.06455374605426,39.6822899782703,0,6.31809508658731,5.88465240815905,0,6.44407567174964
Cfap97d1,0,0,0,0,0,0,0
Cfap97d2,0.083112397012403,0,0,0,0,0,0
Cfap99,0,0,0,0,0,0,0
Cfb,25.4323934857953,15.8729159913081,21.0928737808835,35.0910416295593,30.894425142835,0,25.0602942790264
Cfc1,0,0,0,0,0,0,0
Cfd,1.49602314622325,0,0,0.683037306658088,1.47116310203976,0,0
Cfdp1,26.8453042350062,35.7140609804433,10.5464368904418,24.1624447230299,16.1827941224374,0,37.2324372145535
Cfh,2.24403471933488,0,0,2.73214922663235,1.47116310203976,0,1.90935575459249
Cfhr1,0,0,0,0,0,0,0
Cfhr2,0.083112397012403,0,0,0.597657643325827,0,0,0.318225959098748
Cfhr3,0,0,0,0,0,0,0
Cfi,1.66224794024806,0,5.27321844522088,2.04911191997426,2.94232620407952,0,1.67068628526843
Cfl1,131.650036867646,47.6187479739244,94.9179320139758,118.506972705178,254.511216652879,44.3226170229931,140.894543390971
Cfl2,6.06720498190542,15.8729159913081,0,9.30638330321644,4.41348930611929,0,7.23964056949651
Cflar,32.580059628862,43.6505189760973,21.0928737808835,23.8209260697008,36.7790775509941,88.6452340459861,41.7671571317107
Cfp,0.166224794024806,0,0,0.512277979993566,1.47116310203976,0,1.11379085684562
Cftr,33.4942959959984,31.7458319826162,36.9125291165462,44.824323249437,35.3079144489543,44.3226170229931,37.6302196634269
Cga,0,0,0,0,0,0,0
Cgas,4.48806943866976,3.96822899782703,5.27321844522088,0.597657643325827,5.88465240815905,0,3.97782448873435
Cggbp1,26.9284166320186,23.8093739869622,21.0928737808835,27.150732939659,25.009772734676,0,27.6061019518164
Cgn,19.6976380919395,67.4598929630595,0,22.8817497730459,30.894425142835,0,23.4691644835327
Cgnl1,2.41025951335969,7.93645799565406,5.27321844522088,1.5368339399807,1.47116310203976,0,3.10270310121279
Cgref1,48.7869770462806,63.4916639652325,94.9179320139758,64.3762661525248,82.3851337142267,0,42.8809479885563
Cgrrf1,3.49072067452093,7.93645799565406,42.185747561767,8.36720700656157,1.47116310203976,0,4.05738097850903
Ch25h,0,0,0,0.085379663332261,0,0,0
Chac1,0.498674382074418,0,0,0.512277979993566,0,0,2.86403363188873
Chac2,1.08046116116124,0,0,0.85379663332261,0,0,0.954677877296244
Chad,0.415561985062015,0,15.8196553356626,1.36607461331618,0,0,0.397782448873435
Chadl,0.083112397012403,0,0,0,0,0,0
Chaf1a,4.32184464464496,7.93645799565406,10.5464368904418,2.81752888996461,5.88465240815905,0,6.60318865129902
Chaf1b,2.57648430738449,0,5.27321844522088,1.28069494998391,2.94232620407952,0,2.4662511830153
Champ1,4.23873224763255,0,0,2.98828821662913,1.47116310203976,0,5.09161534557997
Chaserr,7.06455374605426,0,10.5464368904418,7.85492902656801,4.41348930611929,0,8.98988334453963
Chat,0.332449588049612,0,0,0.085379663332261,0,0,0.318225959098748
Chchd1,26.2635174559194,3.96822899782703,15.8196553356626,16.3928953597941,39.7214037550736,44.3226170229931,25.1398507688011
Chchd10,148.438741064152,63.4916639652325,353.305635829799,146.340742951495,244.213074938601,0,170.171331628055
Chchd2,287.984455647976,166.665617908735,564.234373638634,264.676956330009,503.137780897599,44.3226170229931,265.63911935768
Chchd3,43.8833456225488,55.5552059695784,31.6393106713253,45.7634995460919,19.1251203265169,0,41.92627011126
Chchd4,9.30858846538914,0,10.5464368904418,6.57423407658409,8.82697861223857,0,10.1036742013852
Chchd5,3.65694546854573,7.93645799565406,0,4.61050181994209,5.88465240815905,0,4.77338938648122
Chchd6,3.98939505659534,3.96822899782703,0,1.5368339399807,8.82697861223857,0,2.86403363188873
Chchd7,60.0902630399674,31.7458319826162,52.7321844522088,56.7774761159535,58.8465240815905,44.3226170229931,49.4841366398553
Chd1,50.1998877954914,83.3328089543676,0,35.5179399462206,13.2404679183579,0,52.5868397410681
Chd1l,4.73740662970697,0,0,4.01284417661627,0,0,6.60318865129902
Chd2,43.717120828524,63.4916639652325,5.27321844522088,50.374001366034,14.7116310203976,44.3226170229931,54.2575260263365
Chd3,78.1256531916588,198.411449891352,42.185747561767,69.4990459524604,86.798623020346,88.6452340459861,65.5545475743421
Chd4,75.7985060753116,305.553632832681,52.7321844522088,77.2685953156962,52.9618716734314,0,78.9200378564895
Chd5,0.415561985062015,0,0,0.085379663332261,0,0,0
Chd6,15.9575802263814,19.8411449891352,5.27321844522088,16.7344140131231,7.35581551019881,0,16.2295239140361
Chd7,33.2449588049612,47.6187479739244,5.27321844522088,36.7132552328722,19.1251203265169,88.6452340459861,32.6181608076217
Chd8,23.3545835604852,19.8411449891352,0,19.0396649230942,10.2981417142783,0,24.5829553403783
Chd9,37.9823654346682,87.3010379521947,10.5464368904418,25.8700379896751,5.88465240815905,0,30.4701355837051
Chdh,9.55792565642635,7.93645799565406,0,8.70872565989062,2.94232620407952,0,9.94456122183587
Chek1,1.16357355817364,0,0,0.683037306658088,0,0,1.35246032616968
Chek2,1.66224794024806,0,0,1.02455595998713,5.88465240815905,0,2.14802522391655
Cherp,15.6251306383318,3.96822899782703,84.3714951235341,16.3928953597941,26.4809358367157,0,17.9002101993046
Chfr,14.5446694771705,11.9046869934811,42.185747561767,13.3192274798327,16.1827941224374,0,12.2516994253018
Chga,22.1078976052992,63.4916639652325,10.5464368904418,72.4873341690896,10.2981417142783,0,25.6171897074492
Chgb,40.7250745360775,99.2057249456758,21.0928737808835,84.1843480456093,41.1925668571133,44.3226170229931,46.8587724772906
Chia1,0,0,0,0,0,0,0
Chic1,6.31654217294263,7.93645799565406,0,2.56138989996783,5.88465240815905,0,5.96673673310152
Chic2,7.14766614306666,3.96822899782703,0,8.11106801656479,5.88465240815905,0,9.70589175251181
Chid1,5.15296861476899,0,21.0928737808835,4.86664080993887,4.41348930611929,0,6.60318865129902
Chil1,0.083112397012403,0,0,0,0,0,0
Chil3,0,0,0,0.085379663332261,0,0,0
Chil4,0,0,0,0,0,0,0
Chil5,0,0,0,0,0,0,0
Chil6,0,0,0,0,0,0,0
Chit1,0,0,0,0,0,0,0
Chka,66.9885919919968,39.6822899782703,31.6393106713253,101.857938355387,52.9618716734314,44.3226170229931,85.3641135282391
Chkb,16.5393670054682,0,0,21.4302954963975,16.1827941224374,44.3226170229931,19.8095659538971
Chl1,1.99469752829767,0,10.5464368904418,3.07366787996139,2.94232620407952,0,2.38669469324061
Chm,5.81786779086821,0,0,10.1601799365391,1.47116310203976,0,9.94456122183587
Chml,2.16092232232248,0,10.5464368904418,3.32980686995818,2.94232620407952,0,3.50048555008623
Chmp1a,34.4916447601473,119.046869934811,147.650116466185,60.7903202925698,48.5483823673122,0,38.9826799895966
Chmp1b,21.9416728112744,31.7458319826162,0,40.7260994094885,4.41348930611929,0,21.1620262800667
Chmp2a,30.5853621005643,27.7776029847892,15.8196553356626,27.9191499096493,41.1925668571133,0,31.8225959098748
Chmp2b,74.7180449141503,15.8729159913081,89.6447135687549,82.6475141056286,52.9618716734314,0,62.2131750038052
Chmp3,38.7303770077798,47.6187479739244,10.5464368904418,42.2629333494692,20.5962834285567,88.6452340459861,42.7218350090069
Chmp4b,55.7684183953224,39.6822899782703,31.6393106713253,55.3260218393051,72.0869919999484,44.3226170229931,53.3028481490403
Chmp4c,4.98674382074418,19.8411449891352,31.6393106713253,11.2701155598584,14.7116310203976,0,5.4893977944534
Chmp5,38.0654778316806,23.8093739869622,0,30.6512991362817,27.9520989387555,0,30.7883615428039
Chmp6,11.4695107877116,3.96822899782703,10.5464368904418,15.6244783898038,8.82697861223857,0,10.7401261195827
Chmp7,2.7427091014093,0,0,2.81752888996461,4.41348930611929,0,3.97782448873435
Chn1,0.498674382074418,0,5.27321844522088,1.02455595998713,0,0,0.318225959098748
Chn1os3,0,0,0,0,0,0,0
Chn2,23.9363703395721,27.7776029847892,5.27321844522088,24.1624447230299,42.6637299591531,0,21.6393652187149
Chodl,0.498674382074418,0,5.27321844522088,0.597657643325827,0,0,0.477338938648122
Chordc1,16.3731422114434,11.9046869934811,15.8196553356626,16.5636546864586,10.2981417142783,0,17.9002101993046
Chp1,62.5836349503395,63.4916639652325,100.191150459197,92.8076940421677,75.0293182040279,0,63.4065223504255
Chp2,303.027799507221,579.361433682746,300.57345137759,152.57345837475,383.973569632378,0,256.569679523365
Chpf,2.6595967043969,0,10.5464368904418,4.18360350328079,4.41348930611929,0,1.51157330571905
Chpf2,2.7427091014093,3.96822899782703,26.3660922261044,4.78126114660661,14.7116310203976,0,3.58004203986091
Chpt1,56.5164299684341,23.8093739869622,15.8196553356626,36.8840145595367,25.009772734676,0,45.5858686408956
Chrac1,5.81786779086821,7.93645799565406,5.27321844522088,5.4642984532647,8.82697861223857,0,6.92141461039777
Chrd,0.083112397012403,0,0,0.341518653329044,1.47116310203976,0,0.079556489774687
Chrdl1,0.083112397012403,0,0,0.683037306658088,0,0,0.477338938648122
Chrdl2,0,0,0,0,0,0,0
Chrm1,0.498674382074418,0,0,1.19531528665165,0,0,0.636451918197496
Chrm2,1.08046116116124,0,5.27321844522088,1.963732256642,0,0,0.954677877296244
Chrm3,1.57913554323566,0,0,6.57423407658409,4.41348930611929,44.3226170229931,3.18225959098748
Chrm4,0,0,0,0,0,0,0
Chrm5,0,0,0,0,0,0,0
Chrna1,0,0,0,0,0,0,0
Chrna10,0,0,0,0,0,0,0.079556489774687
Chrna1os,0,0,0,0.170759326664522,0,0,0.079556489774687
Chrna2,0.083112397012403,0,0,0.256138989996783,0,0,0.079556489774687
Chrna3,0,0,0,0.085379663332261,0,0,0.079556489774687
Chrna4,0,0,0,0,0,0,0
Chrna5,0.083112397012403,0,0,0,0,0,0
Chrna6,0,0,0,0,0,0,0
Chrna7,0,0,0,0,0,0,0
Chrna9,0,0,0,0,0,0,0
Chrnb1,0.914236367136433,0,0,0.426898316661305,1.47116310203976,0,1.03423436707093
Chrnb2,0.249337191037209,0,0,0.085379663332261,0,0,0.079556489774687
Chrnb3,0,0,0,0,0,0,0
Chrnb4,0.249337191037209,0,0,0.341518653329044,0,0,0.159112979549374
Chrnd,0,0,0,0,0,0,0
Chrne,0,0,0,0,0,0,0
Chrng,0,0,0,0,0,0,0
Chst1,5.90098018788061,3.96822899782703,5.27321844522088,3.75670518661948,5.88465240815905,0,5.25072832512934
Chst10,0.166224794024806,0,0,0,0,0,0.318225959098748
Chst11,1.91158513128527,0,0,0.597657643325827,2.94232620407952,0,0.556895428422809
Chst12,0.415561985062015,0,0,0.597657643325827,2.94232620407952,0,0.79556489774687
Chst13,0,0,0,0,0,0,0
Chst14,0.664899176099224,0,0,0.341518653329044,0,0,0.318225959098748
Chst15,2.99204629244651,0,0,3.5005661966227,2.94232620407952,0,5.01205885580528
Chst2,1.74536033726046,0,0,1.36607461331618,7.35581551019881,0,1.51157330571905
Chst3,0.249337191037209,0,0,0.426898316661305,0,0,0.954677877296244
Chst4,35.7383307153333,87.3010379521947,179.28942713751,25.6138989996783,52.9618716734314,0,43.7560693760778
Chst5,0.083112397012403,0,0,0,0,0,0
Chst7,0,0,0,0.085379663332261,0,0,0
Chst8,0.083112397012403,0,5.27321844522088,0.341518653329044,0,0,0.079556489774687
Chst9,0.083112397012403,0,0,0,0,0,0.159112979549374
Chsy1,2.57648430738449,0,0,1.36607461331618,0,0,4.21649395805841
Chsy3,0,0,0,0,0,0,0
Chtf18,0.581786779086821,3.96822899782703,0,1.02455595998713,2.94232620407952,0,1.90935575459249
Chtf8,0,0,0,0,0,0,0
Chtop,22.0247852082868,0,21.0928737808835,21.3449158330652,22.0674465305964,0,27.5265454620417
Chuk,14.1291074921085,11.9046869934811,0,7.68416969990349,2.94232620407952,0,12.7290383639499
Churc1,2.07780992531008,0,0,2.21987124663878,0,0,2.94359012166342
Ciao1,3.90628265958294,0,5.27321844522088,3.5005661966227,1.47116310203976,0,4.53471991715716
Ciao2a,31.1671488796511,7.93645799565406,58.0054028974297,22.7963701097137,26.4809358367157,0,31.8225959098748
Ciao2b,10.4721620235628,0,0,6.48885441325183,8.82697861223857,0,11.6152475071043
Ciao3,3.32449588049612,11.9046869934811,5.27321844522088,5.12277979993566,2.94232620407952,0,5.25072832512934
Ciapin1,20.1963124740139,11.9046869934811,100.191150459197,18.6127666064329,33.8367513469145,0,24.5033988506036
Ciart,0.166224794024806,0,0,0.085379663332261,0,0,0
Cib1,42.8859968584,47.6187479739244,47.4589660069879,31.5050957696043,47.0772192652724,0,33.5728386849179
Cib2,0.498674382074418,0,0,0.256138989996783,0,0,0.238669469324061
Cib3,0,0,0,0,0,0,0.079556489774687
Cib4,0,0,0,0,0,0,0
Cibar1,1.41291074921085,0,0,0.085379663332261,1.47116310203976,0,1.27290383639499
Cibar2,0,0,0,0.085379663332261,0,0,0
Cic,11.3032859936868,47.6187479739244,26.3660922261044,13.9168851231585,20.5962834285567,0,12.8881513434993
Cidea,0,0,0,0.683037306658088,0,0,0.238669469324061
Cideb,62.5836349503395,27.7776029847892,5.27321844522088,71.7189171990992,107.394906448903,0,67.5434598187092
Cidec,16.9549289905302,31.7458319826162,63.2786213426505,32.6150313929237,19.1251203265169,0,19.570896484573
Ciita,26.2635174559194,27.7776029847892,0,3.07366787996139,11.7693048163181,0,16.8659758322336
Cilk1,19.9469752829767,39.6822899782703,5.27321844522088,17.1613123297845,14.7116310203976,0,19.4913399947983
Cilp,0.249337191037209,3.96822899782703,0,0.256138989996783,0,0,0.875121387521557
Cilp2,0.166224794024806,0,0,0,0,0,0.159112979549374
Cinp,1.74536033726046,3.96822899782703,0,0.768416969990349,0,0,1.43201681594437
Cip2a,7.48011573111627,3.96822899782703,5.27321844522088,4.86664080993887,2.94232620407952,0,7.63742301836995
Cipc,2.6595967043969,3.96822899782703,0,5.80581710659375,2.94232620407952,0,3.97782448873435
Cir1,29.2555637483659,39.6822899782703,10.5464368904418,44.3120452694434,16.1827941224374,0,34.7661860315382
Cirbp,11.2201735966744,15.8729159913081,15.8196553356626,10.6724579165326,20.5962834285567,0,11.2174650582309
Cisd1,36.2370050974077,31.7458319826162,63.2786213426505,42.0921740228047,52.9618716734314,0,43.1196174578803
Cisd2,11.3032859936868,35.7140609804433,5.27321844522088,12.0385325298488,4.41348930611929,0,16.1499674242615
Cisd3,53.8568332640372,55.5552059695784,73.8250582330923,47.1295741594081,36.7790775509941,0,42.8013914987816
Cish,2.7427091014093,3.96822899782703,0,2.30525090997105,1.47116310203976,0,2.22758171369123
Cistr,0,0,0,0,0,0,0
Cit,5.568530599831,7.93645799565406,0,3.67132552328722,4.41348930611929,0,8.51254440589151
Cited1,0,0,0,0.256138989996783,0,0,0
Cited2,20.2794248710263,0,0,20.8326378530717,0,0,18.0593231788539
Cited4,0.664899176099224,0,0,1.5368339399807,1.47116310203976,0,0.954677877296244
