,IEC_Cont_101,IEC_Cont_102,IEC_Cont_103,IEC_IL10KO_3,IEC_IL10KO_6,IEC_IL10KO_14,IEC_IL10KOZn_19,IEC_IL10KOZn_31
Adh1,6794.02908845295,8363.57772235928,4090.92417192458,2690.16723628978,1964.33617667495,1526.5685575833,2295.40690905281,2021.18672517098
Adh4,74.7015427654426,76.0221321127518,48.5569634649802,21.1473634627662,29.7064072086948,10.3233714798532,28.5072889847592,28.8603530486099
Adh5,74.7015427654426,81.7380818956655,72.8354451974702,67.8941669067757,55.6995135163028,36.1318001794863,125.432071532941,56.7586943289328
Adh6-ps1,0,0,0,0,0,0,0,0
Adh6a,293.470346578524,348.672936757734,212.436715159288,415.156135347989,328.008246262672,169.045207982597,344.368050935892,163.54200060879
Adh6b,0,0,0,0,0,0,0,0
Adh7,5.3358244832459,5.71594978291367,4.04641362208168,0,0,6.45210717490827,4.56116623756148,0
Adhfe1,0,0,0,0,0,0,0,0.962011768286997
Adi1,4.5735638427822,6.28754476120504,4.04641362208168,3.33905738885782,2.4755339340579,10.3233714798532,2.28058311878074,0.962011768286997
Adig,0,0.571594978291367,0,1.11301912961927,0,0,2.28058311878074,0
Adipoq,0,0,0,0,0,0,0,0
Adipor1,81.5618885296159,127.465680158975,78.9050656305927,122.43210425812,162.147472680793,64.5210717490827,92.3636163106199,91.3911179872647
Adipor2,1596.17378113099,1985.14935960592,1552.81122747384,958.309470602195,1057.05298984272,889.100368702359,1051.34881775792,1065.90903926199
Adk,70.8902395631241,81.1664869173741,68.7890315753885,54.5379373513444,64.3638822855055,50.3264359642845,71.8383682415933,90.4291062189777
Adm,11.4339096069555,18.2910393053237,14.1624476772859,63.4420903882986,35.8952420438396,9.03295004487157,20.5252480690267,207.794541949991
Adm2,0,0,0,0,0,0,0,0
Adnp,6.0980851237096,0,57.6613941146639,0,0,0,0,76.9609414629598
Adnp2,3.0490425618548,2.85797489145684,8.09282724416336,10.0171721665735,8.66436876920266,1.29042143498165,5.70145779695185,3.84804707314799
Ado,19.8187766520562,13.1466845007014,6.06962043312252,14.4692486850506,1.23776696702895,12.9042143498165,14.8237902720748,29.8223648168969
Adora1,2.2867819213911,2.85797489145684,1.01160340552042,0,0,5.16168573992661,0,5.77207060972198
Adora2a,0.7622606404637,3.4295698697482,2.02320681104084,1.11301912961927,0,5.16168573992661,0,0
Adora2b,36.5885107422576,54.3015229376799,59.6846009257048,53.4249182217251,61.8883483514476,23.2275858296698,44.4713708162244,15.392188292592
Adora3,0,0,0,0,0,0,0,0
Adpgk,2.2867819213911,3.4295698697482,1.01160340552042,2.22603825923855,3.71330090108685,6.45210717490827,2.28058311878074,0.962011768286997
Adprh,44.9733777873583,58.8742827640108,34.3945157876943,91.2675686287805,48.2729117141291,63.230650314101,34.2087467817111,38.4804707314799
Adprhl1,0,0,0,0,0,0,0,0
Adprhl2,0,0,0,1.11301912961927,0,0,0,0
Adprm,88.4222342937892,114.890590636565,104.195150768603,42.2947269255324,133.678832439127,65.8114931840643,110.608281260866,34.6324236583319
Adra1a,0,0,0,0,0,0,0,0.962011768286997
Adra1b,0,2.28637991316547,0,0,0,0,0,0
Adra1d,0,0,0,0,0,0,0,0
Adra2a,10.6716489664918,6.28754476120504,0,3.33905738885782,0,3.87126430494496,6.84174935634222,9.62011768286997
Adra2b,0,0.571594978291367,0,0,0,0,0,0
Adra2c,0.7622606404637,1.7147849348741,0,0,2.4755339340579,0,1.14029155939037,0
Adrb1,3.0490425618548,2.28637991316547,3.03481021656126,11.1301912961927,8.66436876920266,16.7754786547615,9.12233247512296,2.88603530486099
Adrb2,0.7622606404637,1.14318995658273,0,0,1.23776696702895,0,0,0
Adrb3,0,0.571594978291367,0,0,3.71330090108685,0,0,1.92402353657399
Adrm1,202.761330363344,288.083869058849,170.960975532951,217.038730275758,167.098540548908,152.269729327835,166.482567670994,151.997859389346
Adsl,22.867819213911,9.14551965266187,12.139240866245,10.0171721665735,9.90213573623161,14.1946357847982,13.6834987126844,16.354200060879
Adss,117.38813863141,124.607705267518,169.949372127431,260.44647633091,194.329413823545,223.242908251826,301.036971679058,176.04815359652
Adssl1,0,1.14318995658273,0,0,0,0,0,0
Adtrp,387.990665996023,385.255015368381,324.724693172055,407.365001440654,325.532712328614,170.335629417578,246.30297682832,246.275012681471
Aebp1,1.5245212809274,0.571594978291367,2.02320681104084,0,0,0,0,0
Aebp2,35.8262501017939,24.5785840665288,37.4293260042555,30.0515164997204,34.6574750768106,36.1318001794863,76.3995344791548,51.9486354874978
Aen,9.9093883260281,9.14551965266187,0,4.45207651847709,3.71330090108685,9.03295004487157,7.98204091573259,18.2782235974529
AF067061,0,0,0,0,0,0,0,0
AF067063,0,0,0,0,0,0,0,0
AF357355,0,0,0,0,0,0,0,0
AF357359,0,0,0,0,0,0,0,0
AF357399,0,0,0,0,0,0,0,0
AF357425,0,0,0,0,0,0,0,0
AF357426,0,0,0,0,0,0,0,0
AF366264,0,0,0,0,0,0,0,0
Afap1,6.0980851237096,0.571594978291367,1.01160340552042,1.11301912961927,0,1.29042143498165,0,8.65810591458298
Afap1l1,0,1.14318995658273,1.01160340552042,0,0,0,0,2.88603530486099
Afap1l2,0.7622606404637,1.14318995658273,0,2.22603825923855,0,0,0,0
Afdn,616.668858135133,595.030372401313,853.793274259234,523.118990921059,500.057854679696,729.088110764634,813.027881845333,694.572496703212
Aff1,66.3166757203419,53.1583329810971,113.299581418287,132.449276424694,167.098540548908,109.685821973441,269.108808016127,81.7710003043948
Aff2,0,0,0,0,0,0,0,0
Aff3,2.2867819213911,2.85797489145684,3.03481021656126,1.11301912961927,1.23776696702895,0,0,0
Aff4,94.5203194174988,84.0244618088309,172.984182343992,122.43210425812,151.007569977532,174.206893722523,183.58694106185,159.693953535642
Afg1l,13.7206915283466,14.8614694355755,11.1276374607246,10.0171721665735,12.3776696702895,7.74252860988992,9.12233247512296,7.69609414629598
Afg3l1,102.142925822136,123.464515310935,111.276374607246,105.736817313831,85.4059207249976,100.652871928569,127.712654651721,122.175494572449
Afg3l2,245.447926229311,214.919711837554,255.935661596666,201.456462461089,271.07096577934,197.434479552193,267.968516456737,151.035847621059
Afm,0,0.571594978291367,0,0,0,0,0,1.92402353657399
Afmid,216.482021891691,233.210751142878,168.93776872191,71.2332242956335,90.3569885931134,194.85363668223,59.2951610882992,126.023541645597
Afp,110.527792867236,99.4575262226979,99.1371337410011,87.9285112399226,50.748445648187,56.7785431391927,63.8563273258607,40.4044942680539
Aftph,123.486223755119,102.887096092446,172.984182343992,111.301912961927,136.154366373185,150.979307892853,175.604900146117,151.035847621059
Aga,24.3923404948384,24.0069890882374,39.4525328152964,42.2947269255324,22.2798054065211,37.422221614468,44.4713708162244,29.8223648168969
Agap1,150.165346171349,140.612364659676,144.65928698942,123.545123387739,162.147472680793,92.9103433186791,169.903442349165,141.415729938189
Agap2,3.8113032023185,0,2.02320681104084,3.33905738885782,0,9.03295004487157,1.14029155939037,0
Agap3,39.6375533041124,34.295698697482,30.3481021656126,1.11301912961927,9.90213573623161,15.4850572197798,35.3490383411015,27.8983412803229
Agbl1,0,0,0,0,0,0,0,0
Agbl2,0,0,0,0,0,0,0,0
Agbl3,1.5245212809274,1.14318995658273,0,0,0,1.29042143498165,0,0
Agbl4,0,0,0,0,0,0,0,0
Agbl5,4.5735638427822,4.00116484803957,4.04641362208168,5.56509564809637,1.23776696702895,5.16168573992661,2.28058311878074,1.92402353657399
Ager,6.8603457641733,9.14551965266187,2.02320681104084,2.22603825923855,2.4755339340579,5.16168573992661,2.28058311878074,3.84804707314799
Agfg1,257.64409647673,254.359765339658,292.353384195401,388.443676237127,346.574750768106,402.611487714276,461.8180815531,269.363295120359
Agfg2,161.599255778304,155.473834095252,142.636080178379,83.4764347214455,42.0840768789843,123.880457758239,49.0325370537859,110.631353353005
Aggf1,85.3731917319344,61.1606626771763,116.334391634848,141.353429461648,126.252230636953,156.14099363278,165.342276111604,164.504012377077
Agk,6.8603457641733,6.28754476120504,2.02320681104084,8.90415303695419,3.71330090108685,11.6137929148349,1.14029155939037,8.65810591458298
Agl,14.4829521688103,14.8614694355755,22.2552749214492,26.7124591108626,6.18883483514476,27.0988501346147,36.4893299004918,28.8603530486099
Agmat,24.3923404948384,22.2922041533633,12.139240866245,14.4692486850506,7.42660180217371,27.0988501346147,25.0864143065881,17.316211829166
Agmo,125.010745036047,107.459855918777,234.691990080737,134.675314683932,179.476210219198,76.1348646639176,207.533063809047,78.8849649995338
Ago1,16.7697340902014,38.868458523813,25.2900851380105,6.67811477771564,12.3776696702895,16.7754786547615,6.84174935634222,5.77207060972198
Ago2,32.0149468994754,26.2933690014029,29.3364987600922,61.2160521290601,47.0351447471001,89.0390790137341,70.6980766822029,50.0246119509239
Ago3,22.1055585734473,16.0046593921583,35.4061191932147,18.9213252035277,22.2798054065211,27.0988501346147,25.0864143065881,64.4547884752288
Ago4,11.4339096069555,10.2887096092446,16.1856544883267,5.56509564809637,6.18883483514476,7.74252860988992,2.28058311878074,2.88603530486099
Agpat1,243.16114430792,280.653134341061,190.181440237839,264.898552849387,346.574750768106,225.823751121789,182.446649502459,227.034777315731
Agpat2,901.754337668557,1259.79533215417,808.271121010815,1814.22118127942,1182.06745351265,829.740982693203,903.110915037173,964.897803591858
Agpat3,178.368989868506,213.20492690268,152.752114233583,316.097432811874,194.329413823545,130.332564933147,210.953938487218,184.706259511103
Agpat4,15.245212809274,11.4318995658273,16.1856544883267,42.2947269255324,17.3287375384053,23.2275858296698,7.98204091573259,23.0882824388879
Agpat5,17.5319947306651,17.147849348741,23.2668783269697,21.1473634627662,14.8532036043474,41.2934859194129,11.4029155939037,28.8603530486099
Agps,21.3432979329836,14.8614694355755,28.3248953545718,56.763975610583,39.6085429449264,33.550957309523,30.78787210354,35.5944354266189
Agr2,136.444654643002,131.466845007014,153.763717639104,268.237610238245,262.406597010138,201.305743857138,265.687933337956,149.111824084485
Agr3,6.8603457641733,2.85797489145684,1.01160340552042,2.22603825923855,0,1.29042143498165,4.56116623756148,2.88603530486099
Agrn,573.220001628702,710.492558016169,806.247914199775,953.857394083718,901.094351997077,576.818381436799,522.253534200789,1025.50454499394
Agrp,0,0.571594978291367,0,0,0,0,0,0
Agt,3.8113032023185,3.4295698697482,1.01160340552042,4.45207651847709,2.4755339340579,0,0,0.962011768286997
Agtpbp1,5.3358244832459,4.00116484803957,9.10443064968378,8.90415303695419,6.18883483514476,6.45210717490827,90.0830331918392,49.0626001826369
Agtr1a,0,0,0,0,0,0,0,0
Agtr1b,0,0,0,0,0,0,0,0
Agtr2,0,0,0,0,0,0,0,0
Agtrap,6.8603457641733,10.860304587536,7.08122383864294,15.5822678146698,14.8532036043474,19.3563215247248,11.4029155939037,8.65810591458298
Agxt,0,0,0,0,0,0,3.42087467817111,0
Agxt2,3.0490425618548,4.00116484803957,2.02320681104084,0,0,0,0,4.81005884143499
Ahctf1,22.1055585734473,26.8649639796943,27.3132919490513,36.729631277436,34.6574750768106,24.5180072646514,31.9281636629303,35.5944354266189
Ahcy,87.6599736533255,80.5948919390828,93.0675133078786,113.527951221166,51.986212615216,49.0360145293028,98.0650741075718,102.935259206709
Ahcyl1,408.571703288543,370.393545932806,494.674065299485,660.020343864229,570.610571800347,322.605358745413,751.452137638254,458.879613472898
Ahcyl2,282.798697612033,290.370248972014,283.248953545718,328.340643237686,382.469992811946,338.090415965193,394.540879549068,289.565542254386
Ahdc1,189.040638834998,165.190948726205,133.531649528695,102.397759924973,141.1054342413,152.269729327835,148.237902720748,136.605671096754
Ahi1,11.4339096069555,6.28754476120504,7.08122383864294,5.56509564809637,4.95106786811581,16.7754786547615,14.8237902720748,11.544141219444
Ahnak,602.185905966323,538.442469550468,713.180400891896,1177.57423913719,1017.4444468978,689.085046280203,1193.88526268172,917.759226945795
Ahnak2,3.0490425618548,1.7147849348741,1.01160340552042,0,2.4755339340579,0,0,6.73408237800898
Ahr,16.7697340902014,9.71711463095324,29.3364987600922,8.90415303695419,13.6154366373185,12.9042143498165,12.5432071532941,27.8983412803229
Ahrr,1.5245212809274,1.7147849348741,0,4.45207651847709,0,3.87126430494496,0,0.962011768286997
Ahsa1,72.4147608440515,76.5937270910432,23.2668783269697,35.6166121478168,50.748445648187,33.550957309523,18.2446649502459,46.1765648777759
Ahsa2,25.9168617757658,41.1548384369784,32.3713089766534,21.1473634627662,14.8532036043474,19.3563215247248,43.331079256834,27.8983412803229
Ahsg,0,0,0,0,0,0,0,0
Ahsp,0,0,0,0,0,0,0,2.88603530486099
AI115009,0,0,0,0,0,0,0,0
AI182371,0,0,2.02320681104084,0,0,0,1.14029155939037,3.84804707314799
AI197445,0,0,0,0,0,0,0,0
AI225912,6.0980851237096,0.571594978291367,10.1160340552042,2.22603825923855,1.23776696702895,25.8084286996331,9.12233247512296,13.468164756018
AI314278,0,0,0,0,0,0,3.42087467817111,0
AI413582,19.0565160115925,24.0069890882374,9.10443064968378,44.520765184771,25.993106307608,18.0659000897431,0,13.468164756018
AI429214,0,1.14318995658273,1.01160340552042,7.79113390733492,0,0,0,0.962011768286997
AI450353,6.0980851237096,2.28637991316547,8.09282724416336,4.45207651847709,0,1.29042143498165,0,3.84804707314799
AI463170,0,0,0,0,0,0,0,0
AI463229,2.2867819213911,1.7147849348741,5.0580170276021,2.22603825923855,0,3.87126430494496,1.14029155939037,4.81005884143499
AI467606,60.980851237096,49.7287631113489,69.800634980909,61.2160521290601,77.9793189228239,25.8084286996331,43.331079256834,30.7843765851839
AI504432,0.7622606404637,0.571594978291367,0,0,0,7.74252860988992,4.56116623756148,1.92402353657399
AI506816,2.2867819213911,5.1443548046223,11.1276374607246,5.56509564809637,1.23776696702895,18.0659000897431,5.70145779695185,25.0123059754619
AI507597,0,0,0,0,0,0,0,0
AI593442,0,0,0,0,0,0,0,0
AI597479,10.6716489664918,9.14551965266187,16.1856544883267,6.67811477771564,16.0909705713764,6.45210717490827,5.70145779695185,12.506152987731
AI606473,0,0,0,0,0,0,0,0
AI646519,0,0,0,0,0,0,0,0
AI661453,130.346569519293,130.895250028723,148.705700611502,240.412131997763,113.874560966664,121.299614888275,136.834987126844,157.769929999068
AI662270,35.8262501017939,32.5809137626079,27.3132919490513,20.0343443331469,22.2798054065211,104.524136233514,33.0684552223207,8.65810591458298
AI837181,83.848670451007,88.0256266568705,49.5685668705006,63.4420903882986,64.3638822855055,45.1647502243579,9.12233247512296,48.1005884143499
AI839979,0,0,0,0,0,0,0,0
AI847159,0,0,0,0,0,2.58084286996331,0,0.962011768286997
AI854703,0,0,1.01160340552042,0,0,0,0,0
AI987944,70.8902395631241,72.0209672647122,76.8818588195519,44.520765184771,34.6574750768106,81.2965504038442,29.6475805441496,50.9866237192109
Aicda,0,0,0,0,1.23776696702895,0,0,0
Aida,29.7281649780843,24.5785840665288,34.3945157876943,22.2603825923855,38.3707759778975,29.679693004578,106.047115023304,48.1005884143499
Aif1,13.7206915283466,15.4330644138669,7.08122383864294,22.2603825923855,4.95106786811581,10.3233714798532,4.56116623756148,8.65810591458298
Aif1l,0,0.571594978291367,0,0,0,0,0,0
Aifm1,119.674920552801,78.8801070042087,146.682493800461,87.9285112399226,134.916599406156,139.365514978019,152.79906895831,111.593365121292
Aifm2,25.1546011353021,10.860304587536,11.1276374607246,8.90415303695419,14.8532036043474,7.74252860988992,11.4029155939037,12.506152987731
Aifm3,1.5245212809274,1.7147849348741,0,0,0,0,0,0
Aig1,111.2900535077,92.0267915049101,108.241564390685,71.2332242956335,89.1192216260845,100.652871928569,68.4174935634222,107.745318048144
Aim2,16.7697340902014,19.4342292619065,36.4177225987351,33.3905738885782,30.9441741757238,38.7126430494496,28.5072889847592,45.2145531094889
Aimp1,123.486223755119,88.0256266568705,159.833338072226,169.17890770213,117.58786186775,224.533329686808,157.360235195871,184.706259511103
Aimp2,29.7281649780843,31.4377238060252,24.2784817324901,16.6952869442891,22.2798054065211,23.2275858296698,22.8058311878074,34.6324236583319
Aip,61.7431118775597,60.5890676988849,20.2320681104084,12.243210425812,40.8463099119554,15.4850572197798,2.28058311878074,21.1642589023139
Aipl1,0,0,0,0,0,0,0,0
Aire,0,0,0,0,0,0,0,0
Airn,39.6375533041124,28.5797489145684,60.6962043312252,13.3562295554313,13.6154366373185,52.9072788342478,26.2267058659785,66.3788120118028
Ajap1,0,0,0,0,0,0,0,0
Ajm1,0.7622606404637,0,0,0,0,0,2.28058311878074,0
Ajuba,0,0,0,1.11301912961927,0,1.29042143498165,0,0
Ak1,0,0,0,0,0,0,0,0
Ak2,573.982262269166,646.473920447536,460.279549511791,888.189265436181,706.764938173531,512.297309687716,695.577851228125,625.307649386548
Ak3,326.247554118463,459.562362546259,243.796420730421,254.881380682814,308.203974790209,211.629115336991,273.669974253689,192.402353657399
Ak4,0.7622606404637,0.571594978291367,0,3.33905738885782,0,0,0,0
Ak5,0,0,0,0,0,0,0,0
Ak6,41.9243352255035,27.4365589579856,17.1972578938471,23.3734017220048,16.0909705713764,32.2605358745413,15.9640818314652,46.1765648777759
Ak7,1.5245212809274,0,1.01160340552042,2.22603825923855,0,3.87126430494496,0,1.92402353657399
Ak8,1.5245212809274,0,0,0,0,0,0,0
Ak9,0,0,0,0,0,0,0,0
Akain1,0,0,0,0,0,0,0,0
Akap1,51.0714629110679,50.8719530679317,73.8470486029906,65.6681286475372,49.5106786811581,86.4582361437708,68.4174935634222,89.4670944506907
Akap10,28.9659043376206,20.5774192184892,38.4409294097759,15.5822678146698,27.2308732746369,47.7455930943212,39.9102045786629,38.4804707314799
Akap11,83.0864098105433,52.0151430245144,85.9862894692357,70.1202051660142,37.1330090108685,69.6827574890093,50.1728286131763,110.631353353005
Akap12,1.5245212809274,2.28637991316547,5.0580170276021,1.11301912961927,2.4755339340579,0,0,0
Akap13,325.485293478,319.521592864874,317.643469333412,474.146149217811,455.498243866654,570.366274261891,502.868577691153,462.727660546046
Akap14,0,0,0,0,0,0,0,0
Akap17a,16.0074734497377,10.860304587536,9.10443064968378,4.45207651847709,8.66436876920266,7.74252860988992,9.12233247512296,9.62011768286997
Akap17b,11.4339096069555,12.5750895224101,20.2320681104084,2.22603825923855,4.95106786811581,12.9042143498165,18.2446649502459,20.2022471340269
Akap3,0,0,0,0,0,0,0,0
Akap4,0,0,0,0,0,0,0,0
Akap5,0,0,0,0,0,0,0,0.962011768286997
Akap6,0,0,1.01160340552042,0,0,0,0,0
Akap7,129.584308878829,108.60304587536,122.404012067971,79.0243582029684,75.503784988766,127.751722063184,51.3131201725666,119.289459267588
Akap8,32.7772075399391,26.2933690014029,71.8238417919498,37.8426504070553,34.6574750768106,52.9072788342478,39.9102045786629,59.6447296337938
Akap8l,51.0714629110679,33.7241037191907,74.8586520085111,33.3905738885782,38.3707759778975,73.5540217939542,37.6296214598822,44.2525413412019
Akap9,779.030374553901,552.160749029461,1628.68148288788,534.249182217251,762.464451689834,1228.48120610253,1399.13774337198,1444.94167596707
Akip1,12.9584308878829,10.2887096092446,8.09282724416336,4.45207651847709,4.95106786811581,9.03295004487157,7.98204091573259,2.88603530486099
Akirin1,61.7431118775597,49.7287631113489,59.6846009257048,79.0243582029684,121.301162768837,61.9402288791194,75.2592429197644,50.9866237192109
Akirin2,99.0938832602809,102.315501114155,79.9166690361132,131.336257295074,99.0213573623161,91.6199218836974,108.327698142085,55.7966825606458
Akna,3.8113032023185,12.0034945441187,9.10443064968378,33.3905738885782,11.1399027032606,61.9402288791194,11.4029155939037,12.506152987731
Aknad1,0,0,0,0,0,0,0,0
Aknaos,0,0,0,0,0,0,0,0
Akp3,20808.9532240185,32448.8753226226,15420.8823137533,10147.3954047389,8322.74508630267,2214.36318242852,5690.05488135794,4094.32208582946
Akr1a1,1059.54229024454,1275.79999154633,750.609726896151,1310.02351556189,1420.95647814924,656.824510405662,994.334239788402,745.559120422423
Akr1b10,4.5735638427822,2.85797489145684,9.10443064968378,3.33905738885782,13.6154366373185,7.74252860988992,7.98204091573259,12.506152987731
Akr1b3,0,0,0,0,1.23776696702895,0,0,0
Akr1b7,126.535266316974,146.899909420881,142.636080178379,2026.8078350367,733.995811448168,188.401529507321,248.583559947101,991.834133103894
Akr1b8,4.5735638427822,10.2887096092446,7.08122383864294,5.56509564809637,19.8042714724632,16.7754786547615,62.7160357664703,2.88603530486099
Akr1c12,117.38813863141,101.743906135863,97.1139269299603,89.0415303695419,102.734658263403,64.5210717490827,265.687933337956,64.4547884752288
Akr1c13,476.412900289812,490.428491373993,357.096002148708,116.867008610024,200.51824865869,83.8773932738075,539.357907591645,149.111824084485
Akr1c14,20.5810372925199,14.2898744572842,29.3364987600922,4.45207651847709,3.71330090108685,0,12.5432071532941,3.84804707314799
Akr1c18,0,0,0,0,0,0,0,0
Akr1c19,309.477820028262,353.245696584065,274.144522896034,28.9384973701011,65.6016492525344,68.3923360540276,271.389391134908,249.161047986332
Akr1c20,0,0,0,0,0,0,0,0
Akr1c21,0,0,0,0,0,0,0,0
Akr1c6,0,0,0,0,0,0,0,0
Akr1cl,0,0,0,0,0,0,0,0
Akr1d1,0,0,0,0,0,0,0,0
Akr1e1,67.8411970012693,65.1618275252158,74.8586520085111,25.5994399812433,49.5106786811581,32.2605358745413,36.4893299004918,36.5564471949059
Akr7a5,317.100426432899,435.555373458022,141.624476772859,141.353429461648,132.441065472098,118.718772018312,91.2233247512296,184.706259511103
Akt1,147.116303609494,214.919711837554,66.7658247643477,158.048716405937,113.874560966664,96.781607623624,71.8383682415933,114.479400426153
Akt1s1,4.5735638427822,8.00232969607914,3.03481021656126,3.33905738885782,6.18883483514476,0,4.56116623756148,0.962011768286997
Akt2,144.829521688103,211.490141967806,97.1139269299603,151.370601628221,96.5458234282582,127.751722063184,52.453411731957,115.44141219444
Akt3,1.5245212809274,3.4295698697482,4.04641362208168,2.22603825923855,2.4755339340579,15.4850572197798,5.70145779695185,0
Aktip,48.7846809896768,51.443548046223,76.8818588195519,55.6509564809637,99.0213573623161,37.422221614468,90.0830331918392,87.5430709141167
Alad,359.787022298866,503.003580896403,297.411401223003,499.745589199054,428.267370592017,286.473558565927,299.896680119667,391.538789692808
Alas1,452.782820435438,370.965140911097,530.0801844927,1865.4200612419,885.0033814257,625.854395966102,938.459953378274,467.537719387481
Alas2,1.5245212809274,4.57275982633094,0,13.3562295554313,6.18883483514476,3.87126430494496,3.42087467817111,0.962011768286997
Alb,0,0,0,2.22603825923855,0,0,0,1.92402353657399
Albfm1,0,0,0,0,0,0,0,0
Alcam,60.980851237096,49.1571681330576,96.1023235244399,86.8154921103034,60.6505813844186,89.0390790137341,80.9607007167162,143.339753474763
Aldh16a1,243.923404948384,337.812632170198,216.48312878137,277.141763275199,284.686402416659,220.662065381863,258.846183981614,234.730871462027
Aldh18a1,83.0864098105433,49.7287631113489,46.5337566539393,21.1473634627662,22.2798054065211,28.3892715695964,33.0684552223207,11.544141219444
Aldh1a1,1475.73659993772,1657.62543704496,1058.13716217436,267.124591108626,268.595431845282,103.233714798532,507.429743928714,516.600319570117
Aldh1a2,3.0490425618548,2.28637991316547,0,2.22603825923855,1.23776696702895,0,0,0
Aldh1a3,1.5245212809274,9.14551965266187,1.01160340552042,4.45207651847709,3.71330090108685,0,0,0.962011768286997
Aldh1a7,85.3731917319344,98.3143362661151,67.7774281698681,27.8254782404818,35.8952420438396,19.3563215247248,59.2951610882992,74.0749061580988
Aldh1b1,856.018699240735,686.485568927932,719.250021325018,591.013157827834,856.534741184034,530.36320977746,709.26134994081,644.547884752288
Aldh1l1,83.0864098105433,116.605375571439,43.498946437378,126.884180776597,122.538929735866,61.9402288791194,78.6801175979355,73.1128943898118
Aldh1l2,0,0.571594978291367,1.01160340552042,0,0,0,1.14029155939037,2.88603530486099
Aldh2,1084.69689137984,1316.38323500502,658.553816993793,805.825849844354,990.213573623161,597.465124396506,611.196275833238,704.192614386082
Aldh3a1,0,0,0,0,0,0,0,0
Aldh3a2,232.489495341428,220.064066642176,295.388194411963,179.196079868703,226.511354966298,103.233714798532,246.30297682832,100.049223901848
Aldh3b1,51.8337235515316,82.3096768739569,49.5685668705006,77.9113390733492,82.9303867909397,30.9701144395597,57.0145779695185,25.9743177437489
Aldh3b2,0,0,2.02320681104084,0,1.23776696702895,1.29042143498165,0,1.92402353657399
Aldh3b3,0,0,0,0,0,0,0,0
Aldh4a1,195.900984599171,345.814961866277,178.042199371594,778.000371603872,586.701542371723,367.770108969771,323.842802866865,329.008024754153
Aldh5a1,41.1620745850398,38.2968635455216,35.4061191932147,31.1645356293397,37.1330090108685,30.9701144395597,39.9102045786629,35.5944354266189
Aldh6a1,12.1961702474192,9.14551965266187,15.1740510828063,11.1301912961927,6.18883483514476,5.16168573992661,3.42087467817111,11.544141219444
Aldh7a1,20.5810372925199,13.7182794789928,7.08122383864294,2.22603825923855,2.4755339340579,1.29042143498165,10.2626240345133,5.77207060972198
Aldh8a1,0,0.571594978291367,0,0,0,0,0,0
Aldh9a1,311.764601949653,291.513438928597,394.525328152964,602.143349124027,653.540958591286,301.958615785707,920.215288428028,524.296413716413
Aldoa,872.026172690472,1249.50662254493,412.734189452331,682.280726456615,354.00135257028,631.016081706029,362.612715886137,509.866237192108
Aldoart1,0,0,0,0,0,0,0,0
Aldoart2,0,0,0,0,0,0,0,0
Aldob,8039.56297497064,8489.90021256168,10138.2893301256,13888.2526993893,14908.9031178637,8494.84430648422,13455.4404008064,14373.417829976
Aldoc,54.8827661133864,81.7380818956655,35.4061191932147,20.0343443331469,25.993106307608,23.2275858296698,4.56116623756148,6.73408237800898
Alg1,33.5394681804028,30.2945338494425,26.3016885435309,15.5822678146698,14.8532036043474,18.0659000897431,5.70145779695185,29.8223648168969
Alg10b,6.8603457641733,0,0,0,1.23776696702895,0,4.56116623756148,1.92402353657399
Alg11,97.5693619793536,65.7334225035072,100.148737146522,37.8426504070553,35.8952420438396,96.781607623624,23.9461227471978,86.5810591458297
Alg12,16.0074734497377,22.8637991316547,29.3364987600922,21.1473634627662,33.4197081097817,24.5180072646514,20.5252480690267,10.582129451157
Alg13,0,4.00116484803957,2.02320681104084,3.33905738885782,2.4755339340579,0,0,2.88603530486099
Alg14,5.3358244832459,13.1466845007014,14.1624476772859,2.22603825923855,14.8532036043474,9.03295004487157,5.70145779695185,15.392188292592
Alg2,28.9659043376206,37.7252685672302,30.3481021656126,42.2947269255324,30.9441741757238,24.5180072646514,5.70145779695185,27.8983412803229
Alg3,29.7281649780843,35.4388886540648,11.1276374607246,22.2603825923855,7.42660180217371,20.6467429597065,6.84174935634222,28.8603530486099
Alg5,142.542739766712,138.897579724802,104.195150768603,139.127391202409,148.532036043474,69.6827574890093,163.061692992823,110.631353353005
Alg6,32.0149468994754,44.0128133284353,59.6846009257048,55.6509564809637,39.6085429449264,67.101914619046,52.453411731957,58.6827178655068
Alg8,6.0980851237096,13.1466845007014,7.08122383864294,0,3.71330090108685,14.1946357847982,5.70145779695185,16.354200060879
Alg9,51.0714629110679,51.443548046223,32.3713089766534,41.1817077959131,71.7904840876792,42.5839073543946,41.0504961380533,38.4804707314799
Alk,0,0,0,0,0,0,0,0
Alkal1,0,0,0,0,0,0,0,0
Alkal2,0,0,0,0,0,0,0,0
Alkbh1,7.622606404637,1.14318995658273,5.0580170276021,2.22603825923855,0,11.6137929148349,10.2626240345133,9.62011768286997
Alkbh2,2.2867819213911,8.00232969607914,3.03481021656126,2.22603825923855,6.18883483514476,0,0,5.77207060972198
Alkbh3,51.0714629110679,41.7264334152698,54.6265838981027,62.3290712586793,42.0840768789843,56.7785431391927,44.4713708162244,59.6447296337938
Alkbh3os1,0,0,0,0,0,0,0,0
Alkbh4,22.867819213911,16.0046593921583,17.1972578938471,27.8254782404818,16.0909705713764,12.9042143498165,25.0864143065881,8.65810591458298
